building,bus,car,fence,motorcycle,person,pole,rider,road,sidewalk,sky,terrain,traffic light,traffic sign,train,truck,vegetation,wall,y
12270,1,4955,10529,2623,301,1425,0,16984,4235,581,0,0,58,0,1504,23536,0,1
65,0,732,2,2,103,5099,0,32760,3557,17855,54,1599,492,0,19,16663,0,1
21183,6,3781,545,872,3770,542,105,19447,8259,3066,8,0,7,0,13,17397,1,1
44415,0,236,98,1102,5592,751,1,19165,2638,1073,0,37,2,0,0,3892,0,1
31641,2338,238,104,5556,1791,1101,26,2086,18598,0,155,0,0,142,203,15536,0,1
33440,43,285,33,5750,1327,1100,0,1404,19875,0,149,2,0,0,749,15358,0,1
715,20,304,1,8502,4899,713,502,16583,2262,1412,0,2,1488,0,41,42071,0,1
39080,0,8443,47,0,0,1676,0,11514,6194,6,976,0,0,0,3200,7866,0,1
25547,1,10541,5,2684,22,40,0,16109,3736,1949,1358,0,0,0,1,17009,0,1
1737,0,4353,0,812,245,21,750,21114,13,4124,11051,9,215,0,0,34558,0,1
7099,0,14774,0,706,116,84,889,21042,2498,11389,0,0,61,0,685,19659,0,1
32931,0,5891,0,0,0,795,0,18855,5367,5292,2013,8,206,0,562,7082,0,1
51746,0,0,1,4632,2480,1388,2425,10075,3221,2267,0,2,10,0,0,755,0,1
13095,0,6764,0,0,13,2427,0,20538,509,5678,5453,31,1398,0,0,22370,726,1
18072,0,2705,2454,15,954,2186,0,25182,6213,5905,555,8,1177,0,13,13563,0,1
13878,0,14988,1,0,61,333,0,18550,1554,6827,5146,25,2,0,0,17637,0,1
30464,678,17818,17,702,2376,32,2,14742,356,1011,156,1,1628,0,65,8954,0,1
6,5,16297,0,0,0,1723,0,13303,6150,10332,1188,82,0,0,2758,27158,0,1
29512,4225,58,2,6014,778,1132,502,2225,18971,0,122,0,0,17,304,15653,0,1
356,3999,4046,26,170,688,952,103,31091,695,10132,1844,411,50,0,45,24394,0,1
16852,0,8943,0,0,153,45,0,24943,958,4293,4811,0,0,0,13,17991,0,1
3553,29,3910,0,0,20,2007,0,19924,4090,4355,11430,176,49,0,1171,28288,0,1
1359,2525,750,0,0,0,364,0,26437,2357,8564,1232,0,16,14419,873,20106,0,1
14528,95,11660,473,17,25,2,0,23632,1965,9859,2,0,0,0,183,16561,0,1
2983,3,7463,0,6,90,2734,0,26896,1055,21942,2047,1375,1429,0,118,10861,0,1
4053,0,2055,12,0,571,2007,5,24021,6773,11096,5179,1,31,0,17,23166,15,1
2538,0,1533,290,0,18,1240,0,15042,4791,11030,15258,7,351,0,0,26904,0,1
9701,0,16001,581,0,10,322,0,18507,1250,6966,4746,71,0,0,28,20681,138,1
24698,2270,559,17,5516,1414,1130,6,2287,18630,0,129,0,0,38,2296,20501,24,1
4162,28,10448,0,0,25,1631,0,16185,3242,4262,9906,89,20,0,7939,21065,0,1
25064,3883,445,18,5651,1536,970,0,3326,16059,0,0,1,0,0,357,22205,0,1
8493,0,3981,5,14,108,1,0,19332,2404,5357,11996,0,33,0,0,27275,3,1
9767,0,14334,0,0,0,746,0,20821,717,4054,1,430,145,0,0,26859,1128,1
9741,0,25920,785,356,476,42,2,8466,1043,2901,0,0,0,0,10,25127,4133,1
16849,0,7655,0,0,28,1709,0,25906,1493,8283,2839,0,580,0,787,12873,0,1
20233,0,825,47,20,308,945,0,25894,3123,2726,4620,415,512,0,0,19334,0,1
7414,0,16916,4,142,258,979,0,15387,3149,4141,3855,8,62,0,819,25868,0,1
12714,0,3322,849,827,2915,839,0,21963,7049,3673,2165,37,266,0,0,22896,0,1
11013,1224,556,1412,0,144,72,0,13612,4728,3661,0,3,2,6466,5565,18662,11882,1
30740,0,19094,410,0,55,0,0,18928,18,616,143,4,0,0,392,8602,0,1
23796,2,1266,0,0,167,2433,0,26421,5448,2590,0,365,481,0,1480,14553,0,1
17128,22,19106,1909,0,0,18,0,12753,573,3636,558,0,99,0,1230,21439,531,1
3997,0,12149,314,0,0,1,0,27160,0,1876,6,0,1,0,587,32911,0,1
1581,0,6184,0,0,61,1400,0,18471,1736,2704,9014,76,166,0,0,37609,0,1
22000,2841,580,605,5697,1900,1255,0,1972,19124,0,271,2,0,0,5278,17794,196,1
3129,0,11718,0,0,55,2136,0,26835,630,20854,1159,1135,698,0,1,10560,92,1
21344,34,26,0,6071,3964,645,765,22286,2554,3075,0,115,160,0,309,17654,0,1
1653,0,3235,34,0,22,2208,0,19124,1666,2421,13343,59,2224,0,105,32908,0,1
16909,181,4272,2144,0,1,1154,0,18847,10904,8685,0,84,207,0,4562,10445,607,1
13869,0,1340,1145,449,4885,1085,643,21652,6943,3703,1402,48,241,0,3,22107,0,1
399,0,893,10752,0,35,143,0,22660,958,7099,8930,23,18,0,95,26997,0,1
151,0,274,209,0,37,3522,0,33047,3870,16594,0,412,411,0,8,20467,0,1
18415,22,1046,0,1837,2261,2714,1,21721,9720,2742,1,1,1132,0,563,16826,0,1
20079,0,126,513,3323,1012,2922,268,16438,12813,1207,0,34,0,0,0,20028,752,1
6263,0,1362,0,0,0,185,0,18083,1223,330,13731,0,0,0,0,37825,0,1
5261,106,17372,0,2,0,1281,0,18747,1706,5226,1437,0,34,0,264,27566,0,1
4421,0,1945,1354,107,397,1815,0,15083,10986,9815,6647,21,3739,0,82,22590,0,1
10592,0,3973,1255,0,0,51,0,12245,6005,2011,129,7,46,0,536,40799,1353,1
24713,60,1722,705,12,759,4003,0,26371,6742,2620,0,687,665,0,64,9879,0,1
5301,0,4597,0,0,5,1758,0,19742,2425,4138,13358,40,71,0,155,27412,0,1
326,0,1405,342,624,350,2526,6,21457,6715,10267,8262,338,248,0,307,25814,15,1
9342,0,4807,95,33,55,301,0,21844,1468,6268,9432,3,99,0,0,25195,60,1
10241,0,696,0,0,0,46,0,17578,1248,3143,15216,0,0,0,0,30834,0,1
326,82,673,7761,1,1135,15,0,17428,3476,1127,723,0,0,0,313,45837,105,1
3756,0,4310,218,0,19,1219,0,24860,1304,6545,10006,18,1038,0,25,25684,0,1
39099,2,15034,0,0,0,1028,0,18402,1430,0,323,41,5,0,94,3544,0,1
78,2,3607,2,1,72,4693,0,31176,2759,17868,68,1610,391,0,1,16674,0,1
25804,3746,389,103,6128,1617,1069,0,3339,16666,0,0,2,0,29,869,19750,4,1
26672,0,3297,30,979,18,60,0,19814,5552,2390,81,11,13,0,96,19989,0,1
33710,0,7765,1,594,796,172,0,21361,4995,1520,0,47,0,0,187,7854,0,1
17436,3,21109,643,0,0,24,0,13171,379,3688,470,0,5,0,1352,19884,838,1
29639,0,19632,0,9544,240,1418,0,8200,2223,2234,0,0,3,0,0,5869,0,1
74,0,6174,4,2,76,4624,0,30343,2252,17888,61,1711,421,0,1,15371,0,1
0,0,4264,0,0,0,906,0,16668,0,44,6177,0,84,0,0,50859,0,1
1192,1,3702,106,144,87,3481,28,24212,4645,16086,6630,1040,774,17,23,16833,1,1
54,0,2001,1,3,238,4996,0,32677,2933,17870,64,1601,481,0,0,16083,0,1
27691,10,14953,173,29,204,1248,0,17245,1582,1090,4125,55,39,0,705,9853,0,1
19466,0,144,429,4644,1990,2948,0,15784,12499,1175,0,19,3,0,0,19873,541,1
9179,0,2131,0,0,16,150,0,11134,6947,2090,62,1,0,0,0,46991,301,1
22884,0,1310,0,2325,0,94,0,25800,3179,1582,0,0,0,0,0,21828,0,1
18369,0,14145,1276,725,677,20,0,9390,424,1025,3297,0,12,0,15,28353,1274,1
103,0,9664,0,129,817,403,0,18880,26,384,277,0,469,0,0,47850,0,1
31657,0,6890,0,2040,121,229,0,20628,4679,1772,26,131,536,0,0,10293,0,1
19205,0,2644,1090,0,127,2614,5,30420,3334,5603,0,152,473,0,39,13296,0,1
21816,2225,453,26,5030,1992,1088,1,3105,17524,0,90,0,0,31,2715,23381,38,1
15447,68,9212,0,1,93,321,0,25708,1987,4434,2863,2,328,0,9,18529,0,1
11432,36,952,29,0,19,397,0,23880,2638,7776,8625,0,33,1,80,23072,32,1
19738,282,28281,0,0,1,0,0,14795,26,672,9,1,0,0,1937,13260,0,1
27382,0,1720,1,163,291,2510,0,25509,6719,2551,0,69,70,0,47,11851,119,1
29095,2243,360,110,5228,1140,926,169,3588,16437,0,0,0,0,4,190,20025,0,1
2278,5,2834,1,0,134,2174,0,16341,6982,8950,10792,0,70,0,40,28401,0,1
9498,0,4398,36,0,66,25,0,20510,1918,5315,11040,12,1,0,0,26130,53,1
3569,0,9072,21,18,1307,713,0,29359,1462,15486,14,1,1555,0,349,16037,39,1
18195,0,17035,1,0,58,842,0,16218,1976,4445,4660,0,73,0,32,15461,6,0
1490,10,13810,15,101,197,713,0,18914,1580,683,307,0,9,0,3,41170,0,1
3905,0,8209,0,0,27,9,0,9873,3147,1822,3,0,2,0,47,30852,21106,1
43411,0,756,0,0,2156,1722,0,8907,7904,2612,0,0,2,0,1,11531,0,1
4870,0,6822,0,0,0,1256,0,18609,890,372,4393,13,1563,0,2018,38196,0,1
5038,1,9047,16,0,54,63,0,13082,1089,6274,0,0,397,0,788,21489,21664,1
22220,3,10659,2437,11,451,379,12,11446,235,1800,8256,2,176,0,21,20894,0,1
2589,34,18688,0,0,0,1291,0,14019,179,6134,6088,74,302,0,465,29139,0,1
12364,0,6004,4367,0,12,864,0,10530,4920,645,5259,0,442,0,0,32621,974,1
2742,0,1576,0,0,0,28,0,16303,2074,2838,14118,0,0,0,0,39205,118,1
12944,0,14882,620,270,4,293,0,19612,438,1701,334,0,209,0,899,26782,14,1
27530,2475,144,89,5390,695,917,294,3679,16579,0,0,7,0,21,481,21214,0,1
12172,0,12684,0,24,0,264,0,17354,424,1687,38,0,521,0,30,33804,0,1
27742,1660,110,101,6366,5,931,201,4622,15313,0,0,3,0,11,392,22058,0,1
14376,0,14166,0,0,0,605,0,27366,1006,5630,0,0,31,0,5203,10619,0,1
4460,1,922,322,4,12,324,0,22339,1633,6913,11068,0,0,0,1,31003,0,1
67,0,96,4,9,94,5122,0,32640,3919,17857,49,1609,485,0,0,17051,0,1
8688,0,2511,3,0,10,73,0,21506,1880,5695,10258,0,0,2,3,28373,0,1
724,266,2447,87,0,56,1469,0,17070,4438,7520,11916,1,45,0,49,32914,0,1
3470,4,7378,0,0,18,1816,0,17708,3630,4199,11720,68,1098,0,161,27732,0,1
18679,0,1858,7,14,340,1684,0,19830,10328,1934,729,7,948,0,37,21891,716,1
329,0,1223,4149,0,3,1374,0,13760,2223,13296,14472,2,225,0,0,27945,1,1
20422,0,4604,0,0,40,537,0,29424,1699,5743,0,56,0,0,127,16323,27,1
799,153,1228,2657,0,776,1573,0,15888,1568,13720,14349,29,565,478,25,24271,923,1
8521,0,15627,0,12,122,31,0,20481,2751,11799,0,7,18,0,1930,17703,0,1
18274,0,24638,0,365,858,152,0,13914,0,1603,266,0,100,0,0,18832,0,1
5085,148,17819,0,0,0,1252,0,15057,5776,5252,1046,6,7,0,295,27259,0,1
44862,0,16,9,60,6562,1721,0,20120,1460,1950,0,194,299,0,1,1748,0,1
12868,0,3483,435,519,2455,1147,0,21701,7137,3630,2794,33,286,1,0,23026,0,1
18385,0,9566,2563,2625,51,263,87,19589,1812,226,10,0,0,0,98,23722,5,1
6323,68,12631,209,0,238,452,0,18944,3747,1969,0,0,13,0,68,29932,4408,1
14260,0,17150,2103,24,6,355,0,19747,501,747,0,0,0,0,191,23918,0,1
18432,2045,28246,0,0,0,10,0,14470,318,3178,10,1,345,0,1728,10219,0,1
30498,17,20720,0,0,2480,100,0,11548,937,824,1158,7,0,0,819,9894,0,1
2561,0,8359,39,0,12,1930,0,25068,1566,20418,2305,1349,981,0,8013,6401,0,1
23373,5117,443,143,6046,1325,1093,0,4163,15665,0,0,42,0,78,707,21320,0,1
4253,0,73,2112,0,0,480,0,8002,8,686,2,0,0,0,29,63342,15,1
8320,0,5852,0,0,0,236,0,17645,500,2636,13126,0,0,0,0,30687,0,1
15132,0,13963,4,0,20,425,59,22215,1255,5166,1672,34,72,0,0,18985,0,1
7949,2718,3041,410,4080,7165,20,0,12951,6639,1115,0,0,4,0,5404,20860,7159,1
25911,3230,473,54,6122,1740,1164,0,3035,18383,0,74,5,0,117,1430,17556,221,1
8078,0,42,0,282,456,3208,125,20204,9868,2,1629,25,322,0,0,34672,89,1
19268,0,3512,0,0,11,666,0,30886,1553,5516,0,18,0,0,85,17487,0,1
15054,2405,5186,879,42,62,1226,0,27370,4425,8702,0,81,122,1,2299,11148,0,1
29724,181,23773,236,0,263,57,1,14519,8,3507,0,0,76,0,183,6474,0,1
16784,0,11270,0,47,6,313,50,27308,579,4962,520,26,49,0,5,17083,0,1
24536,3680,348,84,5868,1001,961,4,3339,16942,0,0,33,0,16,655,22048,0,1
5,0,14449,0,1,0,280,0,21500,111,55,0,0,0,0,3,43111,0,1
39616,0,11093,0,11,131,32,0,14198,5689,4199,0,0,89,0,2031,1913,0,1
2082,0,3071,2357,3,344,2501,0,16189,1636,14613,13172,405,1236,0,39,20618,736,1
26032,2271,723,75,5917,1257,879,2,1922,18306,0,1,14,0,10,526,21580,0,1
7149,0,24022,24,0,0,596,0,15578,20,1150,0,80,17,0,0,30366,0,1
2,21,1522,349,66,653,1009,58,28987,3777,5260,3320,281,12,0,74,32749,862,1
25764,0,6804,0,24,33,0,0,11546,4940,4894,0,0,2,0,23792,1203,0,1
8329,0,645,0,0,33,1265,0,24070,36,5499,10722,3,7,0,0,28392,1,1
27867,4738,452,8,5634,804,1243,0,3173,18373,0,198,24,0,7,614,16380,0,1
29208,379,171,87,6238,1616,1014,47,2333,17743,0,0,6,0,0,205,20468,0,1
4734,0,4008,5813,0,43,300,0,13383,1598,2877,0,0,0,20,100,45606,520,1
31318,2079,435,3,5397,190,1205,0,3283,18280,0,165,1,510,107,815,15727,0,1
10610,0,432,7906,0,260,156,0,11960,7949,3693,0,6,1003,0,739,15585,18703,1
9229,0,274,0,0,183,2051,0,25458,64,3771,10038,0,12,0,0,27922,0,1
28349,20,394,0,0,2521,1286,14,19445,11689,2646,0,38,211,0,0,12389,0,1
1556,106,1024,329,3,6,1322,0,21397,485,1950,10989,2,127,0,383,39323,0,1
31740,56,12778,0,0,66,216,0,14298,4234,604,732,139,840,0,0,13299,0,1
71,0,127,2,0,79,5122,0,32840,3723,17906,66,1649,460,0,0,16957,0,1
29650,751,412,0,5779,1569,1185,6,2056,19174,0,321,23,0,36,1614,16911,28,1
41524,0,12863,0,91,129,1439,19,13513,6077,2492,0,0,827,0,0,28,0,1
3502,0,40,558,6580,446,852,755,27883,1655,2054,372,17,35,0,0,34766,0,1
12899,0,15771,40,0,0,1060,0,17033,2207,6088,5285,0,10,0,0,18609,0,1
11480,67,2785,7522,0,79,4071,0,21211,6503,7449,4284,17,572,0,4240,8722,0,1
13063,0,1150,2909,0,331,1466,0,20177,7477,2141,2588,0,263,0,0,27437,0,1
13874,1,1506,2296,2,128,585,0,21094,7548,2085,1165,4,243,0,26,28412,33,1
5529,0,1042,561,0,90,417,0,24488,1579,4615,8930,0,35,0,0,31715,1,1
15977,0,12783,3,0,55,306,3,23917,1408,5193,1176,14,106,0,1,18060,0,1
115,562,255,803,0,33,1049,0,16203,4698,6919,11358,2,28,0,142,36835,0,1
45,19,303,2,9,145,4938,0,32863,3667,17803,46,1512,630,0,2,17018,0,1
91,0,1002,3169,55,603,72,0,13038,11061,954,0,0,0,0,643,38538,9776,1
26698,3229,548,23,6164,449,1046,168,3290,16577,0,0,0,0,39,296,20988,0,1
28120,2051,412,88,5760,1269,1001,106,1263,18723,0,0,1,0,1,521,20199,0,1
27392,2457,298,89,5402,1340,1024,0,5796,13898,0,0,6,1,48,355,21409,0,1
1533,100,566,26,0,37,138,0,26987,2553,7869,78,43,11,18290,60,20703,8,1
2754,0,2203,68,0,0,2677,0,20984,1488,1502,9509,0,31,0,14,37772,0,1
9349,0,2004,73,0,0,220,0,11690,7108,1951,168,1,2,0,413,45475,548,1
4282,0,2469,686,22,73,2610,0,20579,2739,8492,9205,1,114,0,2,27681,47,1
6074,0,699,0,0,0,364,0,23267,2492,4834,10127,0,0,0,0,31145,0,1
33728,0,6246,233,318,3177,1703,0,19159,4757,2087,0,1083,8,0,0,6503,0,1
14068,0,17373,4498,3,0,676,0,17823,1417,729,0,0,8,0,10,22397,0,1
16,0,12590,0,0,0,307,0,23482,333,805,0,0,0,0,207,41775,0,1
10872,1,2821,649,0,814,20,0,13262,402,70,10710,2,80,0,183,38730,386,1
23171,5782,401,9,5735,1148,1101,48,5144,14659,0,0,32,0,35,689,21561,0,1
15632,0,13933,67,3,126,522,0,19699,5023,4039,0,0,590,0,98,19270,0,1
6465,0,3641,0,0,0,659,0,20322,554,1,12237,0,0,0,0,35123,0,1
621,0,7479,0,74,302,1595,124,24073,973,9698,5715,406,2209,0,282,25451,0,1
1761,0,19450,1465,0,140,43,0,17501,339,4958,517,0,0,0,8833,23995,0,1
7772,0,6070,0,5,0,0,0,18323,5,1056,13161,0,0,0,0,32610,0,1
25150,0,10220,4420,0,0,1146,0,14167,1025,0,0,0,0,0,363,22306,205,1
10559,0,10253,0,1,78,1195,188,14713,2897,0,393,0,0,0,0,38725,0,1
0,0,5229,0,57,115,927,0,20417,7431,1,770,220,4,0,0,44344,0,1
6169,0,14396,6,0,0,271,0,25794,0,1816,279,11,0,0,62,30198,0,1
31945,285,323,44,5843,1833,1010,0,2215,18982,0,137,3,0,166,537,16182,10,1
33395,2,5644,10,1859,2296,257,0,20182,5556,804,0,0,0,0,1144,7853,0,1
10290,358,15029,860,0,3,574,0,17675,1379,6453,5161,5,8,0,243,20963,1,1
420,0,1118,0,391,28,1373,84,31329,2399,2992,884,767,614,0,0,37116,0,1
18960,0,680,3,3589,2472,475,35,25561,6895,2836,0,35,1,0,6,17454,0,1
9221,0,15426,0,0,0,713,0,9071,1814,1482,4497,0,480,0,0,31246,5052,1
3678,0,10076,62,0,1252,864,0,29289,2101,14863,25,3,47,0,448,16135,159,1
34348,72,15387,0,0,107,489,0,16213,1798,273,269,2,413,0,1735,7896,0,1
20708,0,1076,430,10,19,1881,0,14390,7405,2,1434,0,18,0,1,30541,1087,1
13750,0,1901,0,0,0,76,0,19532,15,256,11799,0,12,0,72,31589,0,1
7531,0,2151,8642,564,8,40,0,18078,2664,14,0,0,0,6,466,33225,5613,1
45097,0,308,0,3688,5442,1399,0,17630,1809,2241,0,85,0,0,0,1303,0,1
26192,4555,286,80,5761,977,1019,0,5089,15131,0,0,0,0,48,239,20138,0,1
15319,0,9236,161,0,241,1456,0,10893,4110,702,1196,0,0,0,12,31039,4637,1
41474,0,12502,2,0,0,1039,0,16994,1958,0,25,0,0,0,673,4335,0,1
42,2,362,1,13,106,4945,0,32662,3829,17897,56,1618,473,0,2,16994,0,1
29031,1019,516,129,5614,61,890,268,3313,16954,0,13,0,0,0,1047,20660,0,1
10367,0,1039,10989,0,9,87,0,9383,6435,3575,0,48,105,0,15,36658,292,1
34597,0,8331,0,564,2858,2377,0,14609,6917,2009,0,969,40,0,0,5731,0,1
4483,0,2948,0,0,69,2094,0,17707,2638,2676,13267,0,9,0,1796,31315,0,1
21702,205,1807,704,546,296,4067,0,19707,11569,5737,0,111,375,0,2093,10083,0,1
5650,0,14644,0,0,4,142,0,25093,80,1768,495,0,4,0,17,31105,0,1
13318,0,1624,330,798,3862,1329,950,21882,7114,3648,1241,7,253,0,0,23159,0,1
3124,619,21192,0,0,0,1260,0,13500,129,5971,4835,0,42,0,97,28233,0,1
15571,0,18927,197,0,72,82,0,15223,1133,5619,4983,0,0,0,4,17100,91,1
42811,0,7159,0,0,9,28,0,17823,1360,2769,341,43,260,11,458,5930,0,1
27404,980,364,5,4863,1562,1019,0,2345,17719,0,1,23,0,39,456,22735,0,1
2265,0,4846,23,4,1754,1976,0,14215,6279,5451,14281,1,777,2,192,26936,0,1
25292,2549,363,13,4443,981,972,21,5990,14492,0,1,61,0,204,710,23423,0,1
12876,0,8967,0,0,574,849,0,9889,3822,711,1190,0,1,0,0,36312,3811,1
40187,0,19607,0,127,263,328,0,14092,1617,2505,0,4,76,0,18,178,0,1
18624,0,20943,0,0,597,345,4,14925,83,1716,2718,45,189,0,8,18805,0,1
0,0,4436,0,0,0,106,0,22796,6649,586,0,0,0,0,0,44942,0,1
18144,0,3189,311,0,9,1116,0,28555,3160,8266,102,9,7,0,91,15271,772,1
2457,0,4210,169,6,87,1383,2,21454,2538,7302,9083,212,455,0,11,29213,420,1
38798,0,446,0,267,3188,1309,0,7860,15623,7,0,1,2,0,0,11501,0,1
13027,0,2877,373,732,3059,1215,0,21813,7426,3693,2163,8,252,0,0,22877,0,1
27991,1591,3274,0,3345,3639,1006,0,4375,16635,0,20,0,0,46,869,16689,35,1
0,0,8858,0,0,0,911,0,13367,24,255,5330,0,14,0,0,50243,0,1
1718,0,17973,4165,73,698,1359,106,16547,2211,9907,386,2,459,0,4,23394,0,1
2188,15,1420,2932,452,495,2848,17,22791,10553,2925,0,905,382,0,857,30222,0,1
21651,0,124,57,1581,2286,516,75,20962,6038,3015,30,0,5,0,178,22484,0,1
19697,0,11780,1310,199,80,27,0,8221,344,1446,2319,1,13,0,0,32839,726,1
21098,0,17871,0,0,30,1217,1,16100,805,1600,1433,1,0,0,151,18695,0,1
15087,0,15261,3,0,6,322,0,16609,8406,4609,0,0,22,0,52,18625,0,1
31255,0,3526,313,524,2874,1664,0,25301,3635,2300,0,398,785,0,0,5770,657,1
623,19,2427,80,0,116,1601,0,18044,8738,5300,5561,149,1875,4,3021,31444,0,1
23624,0,20109,185,0,222,858,0,14109,4883,2675,3746,34,54,0,67,8436,0,1
16642,0,12505,5,0,0,325,0,20047,2595,5358,4735,48,28,0,133,16581,0,1
1574,0,1619,20,0,533,1152,0,34002,709,1647,7,362,563,0,24,37303,0,1
12101,426,6681,70,12,27,1408,0,27218,3004,8301,0,133,575,0,5585,12183,1278,1
1476,0,3809,0,0,1224,1098,0,14119,6081,4961,14892,0,2,0,4,31336,0,1
8239,0,2888,0,0,0,756,0,18606,923,4998,14622,1,3,0,0,27962,4,1
11812,0,2787,0,1,0,154,0,18382,60,329,13781,8,12,0,1094,30582,0,1
28370,96,3160,0,372,224,2356,32,32042,1464,2092,0,107,301,0,180,8206,0,1
11465,0,259,221,5992,7259,678,1087,18671,6718,3768,142,49,226,0,0,22945,35,1
32635,708,21793,477,910,235,8,0,11098,152,669,4,1,0,0,1602,8710,0,1
5253,0,7,233,6520,1277,3309,523,24432,1584,2625,1739,2,22,0,11,31978,0,1
3026,0,0,5535,0,2,10,0,6755,0,468,177,0,3,0,51,50734,12241,1
23221,5151,346,24,5712,1095,1149,45,6338,13632,0,3,79,0,222,432,22066,0,1
4003,0,6074,0,0,229,604,0,19680,543,1583,11175,0,28,0,0,35083,0,1
27025,1800,1007,74,6065,868,977,0,1029,19100,0,0,0,0,0,559,21011,0,1
13092,1034,428,0,0,38,880,0,15716,4661,3206,0,0,65,35,12589,17749,9509,1
4236,0,767,545,121,687,475,1,16910,3173,5835,14951,3,0,0,0,31298,0,1
4531,0,165,6464,10,39,147,10,13773,0,567,0,3,0,0,0,53293,0,1
49089,0,0,0,0,5043,1115,0,9715,10378,2660,0,72,69,0,0,861,0,1
21262,15,960,234,3604,4639,418,310,20058,8194,2987,0,0,6,0,0,16315,0,1
1142,4,16095,2464,67,0,136,0,18316,1676,4534,1809,25,0,0,5336,27152,246,1
7961,0,984,0,0,8,74,0,17665,195,1017,15626,0,0,0,0,35472,0,1
4120,26,3955,6,14,53,2009,0,28309,1193,19174,5862,626,587,0,143,12925,0,1
44104,3,206,0,148,2297,2909,56,8537,3975,2402,0,4,29,0,1605,12727,0,1
1629,0,4873,0,0,15,2626,0,14021,116,2652,20668,1,882,0,0,31519,0,1
2604,0,2076,170,0,290,1608,5,22716,615,3096,7646,26,2546,0,122,35482,0,1
25769,0,1171,0,1072,6566,749,6,23886,4072,2813,0,15,901,0,0,11982,0,1
25540,2235,580,605,4537,1445,1022,80,2687,19412,0,34,1,0,22,918,20116,281,1
17369,0,10540,0,0,0,1656,0,20240,548,5069,5232,0,456,0,1,17891,0,1
18066,0,1675,8,39,414,685,0,25545,1682,3022,5026,202,400,0,89,22149,0,1
14425,0,3941,0,0,817,3692,0,21780,3740,5640,5002,260,2629,0,84,16859,133,1
33383,120,10462,0,0,759,13,0,19029,2959,849,109,0,1,0,3374,7944,0,1
15060,0,11195,0,0,4,798,0,26912,808,7717,0,0,4,0,3261,13243,0,1
6632,0,2279,291,0,0,1549,0,18709,562,5587,15796,0,6,0,0,27591,0,1
14929,0,13672,0,0,0,648,0,19818,131,4673,4608,4,11,0,6,20502,0,1
15546,48,10642,203,1,22,272,0,20509,2681,5612,5079,25,192,0,286,17884,0,1
45,0,791,154,0,116,1165,0,16349,4695,8568,12489,264,623,0,142,32916,685,1
2804,0,17172,0,0,0,2399,0,13729,4933,5520,3759,0,353,0,424,27909,0,1
30247,4296,195,21,5762,198,1310,0,3302,17956,8,116,47,272,23,143,15619,0,1
7172,0,1222,0,0,0,140,0,18005,890,336,13728,0,0,0,0,37509,0,1
1513,266,28049,0,0,0,765,0,13217,836,7033,626,19,167,0,740,25771,0,1
3475,0,7344,19,2541,13,2105,1091,17379,6094,9593,4667,20,276,0,54,24331,0,1
2685,0,13585,3809,0,126,970,0,11700,5043,6376,6521,1,4,0,0,28182,0,1
1027,4686,612,47,0,0,486,0,26832,1393,7754,1195,50,58,11796,1829,21237,0,1
39149,0,11104,0,0,0,721,0,10858,5130,11,5448,32,0,0,0,6549,0,1
25781,1906,308,252,4854,409,746,755,6662,13634,0,1,22,0,31,608,23546,0,1
267,0,14413,5526,198,0,497,0,23285,1039,9255,856,0,0,0,11,23631,24,1
6506,245,8531,0,0,3,364,0,20742,9058,1425,0,0,1,1,8247,23715,164,1
10951,53,1509,0,0,0,220,0,17030,4,0,16177,36,3,0,0,33019,0,1
25969,2434,201,81,5898,1227,954,0,5908,13635,0,0,4,0,2,455,22741,6,1
38093,0,4836,0,0,1914,1444,0,11738,7253,1823,143,0,319,0,0,11439,0,1
1858,0,2032,0,0,5,2590,0,26403,2227,6423,7310,22,724,0,0,29397,11,1
71,0,10759,4,0,39,4824,0,24955,1783,17848,57,1772,396,0,14,16480,0,1
53,0,1227,2,1,162,5054,0,32809,3136,17877,58,1608,513,0,0,16502,0,1
6698,0,89,48,8,514,3032,0,25512,2809,50,3321,110,774,0,16,36018,3,1
23657,0,933,0,0,3,731,0,16641,6164,1771,0,0,630,0,10370,18102,0,1
14286,0,3674,4682,0,4,1230,0,11363,13572,6799,192,21,3,0,1655,20979,542,1
7332,0,1173,0,0,0,272,0,19942,1139,124,13287,0,0,0,0,35733,0,1
0,0,96,0,0,0,155,0,10642,0,1509,12997,0,0,0,0,53603,0,1
11762,0,17095,106,268,851,103,0,9742,1068,2971,2211,0,38,0,1031,26584,5172,1
31029,0,10873,3341,1007,841,380,983,20535,596,3277,0,0,0,0,0,6115,25,1
44235,0,4,94,371,6602,1707,0,20409,883,1877,0,385,540,0,0,1895,0,1
16839,0,19545,0,0,0,332,0,14589,2546,2558,10,0,0,0,10,22573,0,1
2759,14,3487,28,135,508,1531,0,16696,6467,13767,10478,503,25,0,3,22601,0,1
20307,0,8299,0,0,55,617,0,25911,1143,4286,4331,4,1,0,48,13997,3,1
66,0,1298,4,3,71,5018,0,32521,3149,17692,55,1670,453,0,35,16967,0,1
7360,0,3627,0,0,0,755,0,16782,620,1202,13263,0,1,0,0,35392,0,1
37382,0,6135,0,1398,5,6,3457,23909,1384,0,0,0,0,0,0,5839,0,1
4934,0,3652,0,0,31,1995,0,19611,3271,4179,12688,51,60,0,111,28419,0,1
10984,61,1060,1519,0,58,287,0,22826,1109,7490,10126,84,34,0,2,23362,0,1
