building,bus,car,fence,motorcycle,person,pole,rider,road,sidewalk,sky,terrain,traffic light,traffic sign,train,truck,vegetation,wall,y
620,0,4512,0,0,19,898,2,23689,2046,12522,8982,184,1040,0,7,24481,0,1
4633,0,6004,0,202,562,5,12,24386,1687,0,2400,2,1193,0,30,37886,0,1
84,4,5483,2,1,91,4995,0,29148,2651,17762,35,1692,431,0,1582,15041,0,1
9679,0,3673,29,0,169,72,0,23570,1689,5362,7860,13,12,0,0,26420,454,1
34169,40,6686,17,1240,880,152,0,21829,3943,861,24,1,0,0,1762,7398,0,1
25754,149,934,11725,0,0,28,0,8784,6234,4392,0,25,13,64,41,18719,2140,1
15326,0,8815,37,0,1,1146,0,12662,7798,5593,4202,4,721,0,0,22697,0,1
3986,0,2467,2206,144,0,922,1,27267,3652,178,204,6,400,0,0,37566,3,1
18168,0,9678,0,0,11,1398,0,20248,4713,4454,3930,0,5,0,65,16332,0,1
625,0,0,29690,0,0,266,0,7295,193,848,274,0,1070,0,451,34928,3362,1
18871,0,2221,3593,0,0,2053,0,28772,3089,5728,171,133,1049,0,15,13307,0,1
26377,2461,277,211,6508,206,1150,0,3482,17303,0,136,0,0,88,618,20654,44,1
41737,0,22,0,1950,11011,1204,3,16457,3198,2066,0,9,0,0,0,1345,0,1
66,0,1159,3,2,97,5041,0,32989,3070,17883,68,1638,460,0,0,16526,0,1
14220,0,6956,0,1606,926,2043,6,18836,7780,30,0,0,50,0,155,26394,0,1
27707,2161,474,1,7172,1,1162,29,5479,15456,0,31,0,0,6,930,18886,20,1
19091,0,4966,1,0,11,799,0,27487,3147,4714,2693,0,0,0,454,15639,0,1
23763,5773,360,35,5273,1288,995,3,5015,14792,0,0,0,0,92,558,21568,0,1
30714,79,516,48,6028,1727,1095,0,1811,19028,0,321,3,0,0,1514,16613,18,1
3397,1,3181,0,0,121,2207,15,18937,5063,4352,11521,107,147,0,1258,28695,0,1
23437,0,13186,14,0,224,310,0,14475,118,3575,41,3,1,0,446,22770,402,1
13043,0,2276,38,2439,1479,1083,2177,22878,4399,3764,2536,24,327,1,0,23051,0,1
28512,75,372,24,5478,2164,1176,0,1275,19717,0,206,0,0,0,4783,15641,92,1
17973,0,17753,2,1,619,876,0,20238,2893,4741,645,37,385,0,0,12839,0,1
25097,3049,308,22,5022,303,1003,628,3087,17444,0,0,40,0,236,506,22770,0,1
12694,82,23485,83,0,3,73,0,12522,0,4603,0,0,0,0,6152,19305,0,1
11828,71,1081,454,0,14,1265,0,24767,1442,7961,7874,0,207,2,129,21907,0,1
28026,2672,382,11,3898,962,936,145,3325,19076,0,75,0,0,24,611,19372,0,1
19,215,374,0,0,0,936,0,13149,2076,9051,15852,0,39,0,95,37196,0,1
11274,0,876,3,15,61,669,0,26780,7004,8783,2273,0,0,0,0,18717,2547,1
26149,3468,1453,49,6802,200,906,132,5069,14358,0,0,0,0,51,201,20677,0,1
1752,0,6254,3608,0,827,1517,0,29550,208,17498,0,29,2816,0,629,14313,1,1
27462,1761,579,91,6065,1140,1015,0,1817,17950,0,0,4,0,0,496,21135,0,1
149,0,7138,0,452,612,820,225,26494,0,95,0,43,1103,0,8,41863,0,1
9363,0,5699,21,0,16,0,1,18733,1286,5478,12613,25,55,0,0,25712,0,1
1590,0,3227,1,284,9,1020,280,31650,891,1816,3,461,306,0,323,37654,0,1
12163,0,14487,0,0,0,792,0,30122,118,8888,0,42,57,0,2936,9397,0,1
3183,0,3291,92,0,0,2184,0,22781,1649,3844,7803,0,6,0,11,34158,0,1
3664,0,8603,0,0,177,2353,0,26555,1507,20730,2966,1210,956,0,4,10277,0,1
9186,0,16582,1,1,0,749,0,19710,1215,4626,4723,0,307,0,1346,20554,2,1
23791,0,265,85,139,137,1152,0,16573,7570,0,281,0,0,0,7,25601,3401,1
0,0,12760,0,0,7,165,0,22594,3,314,0,0,2,0,83,43587,0,1
0,0,6429,0,161,3,1574,0,18472,7069,1107,254,1518,0,0,3,42925,0,1
723,198,613,522,56,3,471,126,22293,844,7393,10231,11,1065,0,458,33995,0,1
4399,0,4465,701,707,29,648,528,18798,630,2684,13824,103,140,0,0,31346,0,1
4378,0,11074,3696,0,105,784,0,24105,273,7504,859,18,31,0,95,26080,0,1
28042,0,23078,0,41,387,591,64,15153,555,3162,0,0,265,0,0,7664,0,1
9279,0,3313,1,0,0,521,0,19220,698,5363,15308,0,157,0,0,25142,0,1
45625,0,25,0,139,8909,784,0,14023,5892,2372,0,0,0,0,104,1129,0,1
3030,0,6316,32,0,28,2122,0,17318,3847,4294,11923,114,15,0,1693,28270,0,1
12093,3,7292,109,0,10,1562,0,27656,1715,8156,0,39,6,0,6493,12732,1136,1
7185,0,29,0,7600,1615,1074,1599,22776,3567,2430,1388,84,2,0,3,30163,0,1
3791,80,5425,4,0,22,2037,0,19378,3316,4155,12256,116,43,0,489,27890,0,1
677,57,540,9,0,214,105,0,26372,3084,6811,0,108,2,19590,0,18722,2711,1
9052,0,4536,0,1086,2,22,9,17846,79,1598,12386,0,0,0,0,32386,0,1
10075,0,683,0,0,136,502,0,30643,4782,9015,304,5,3,0,1,19628,3225,1
2708,243,3682,254,187,266,3327,0,27848,1883,19532,4308,1517,400,0,141,12706,0,1
5122,0,7403,0,7,0,1487,0,19454,100,981,9740,0,0,0,223,34485,0,1
19017,2,14918,56,0,195,419,0,12048,248,3701,9,22,0,0,228,27534,605,1
307,147,623,9,0,0,1149,0,14687,1316,8823,16027,6,16,0,262,35630,0,1
26345,1527,610,83,5829,1126,1057,3,1966,18294,0,0,20,0,0,586,22069,0,1
24058,0,8779,0,35,13,1087,0,18524,3711,2114,0,0,0,0,0,20681,0,1
29618,0,22294,0,623,0,476,0,14980,5,2370,0,16,0,0,0,8620,0,1
1741,0,2286,128,235,168,903,222,32960,588,1778,3,546,441,0,57,37459,0,1
8129,1,688,233,4,61,442,0,28810,6597,9362,22,2,0,0,16,21974,2661,1
11331,0,14779,0,0,0,745,0,29480,333,7228,0,12,85,0,5547,9462,0,1
4310,8,11894,125,0,26,2226,0,14982,3939,4238,9451,130,97,0,501,27075,0,1
23904,4350,356,35,6050,1480,1068,0,2388,17777,0,1,47,0,77,427,21555,0,1
437,10,434,0,299,283,7289,0,29797,2537,19242,0,1559,398,0,0,16717,0,1
20965,0,1621,2,298,126,405,0,22868,8508,1819,135,614,0,0,0,21640,1,1
15958,65,28666,0,0,0,3,0,13158,12,744,1348,5,0,0,4297,14746,0,1
0,0,3766,0,0,0,89,0,26140,3917,636,0,0,0,0,0,44967,0,1
43835,0,102,0,140,11048,331,0,15053,4889,2402,0,1,0,0,109,1092,0,1
6657,1,22098,22,33,279,165,0,16163,1,1242,0,126,1,0,0,32214,0,1
41520,0,1089,16,48,1699,758,0,7809,16098,0,0,8,148,0,0,9809,0,1
18560,0,845,1,0,2826,313,0,13156,10307,12,2428,0,5,0,6,27621,2922,1
3369,0,5744,0,0,473,1330,0,19554,695,2485,10614,0,84,0,47,34607,0,1
13909,0,2057,361,471,6178,1363,47,18792,7218,3673,2756,42,244,0,0,22404,0,1
24409,0,10539,1869,20,406,1171,0,18192,2015,2,553,28,442,33,156,19167,0,1
9157,0,4581,0,0,0,965,0,16468,128,1664,14297,0,6,0,0,31736,0,1
53,0,1112,1,2,77,5054,0,32588,3293,17839,68,1637,482,0,0,16795,1,1
15130,0,8605,0,0,0,1331,0,13727,6369,5511,5383,0,408,0,0,22538,0,1
1906,0,4351,56,0,40,447,0,14347,373,1999,20830,0,1848,0,0,32805,0,1
4170,13,8969,0,0,38,1977,0,16502,3099,4293,11460,122,65,0,668,27626,0,1
3899,0,8693,1,0,32,1847,0,17851,2536,4269,12393,84,16,0,1599,25782,0,1
9839,1,4880,141,0,25,672,0,20583,220,397,10509,33,184,0,2481,29037,0,1
7272,0,157,0,0,1,153,0,16094,3592,4074,15264,0,4,0,0,32391,0,1
16,0,1189,181,0,37,1132,0,18627,3980,7630,11394,1,6,0,1,34741,67,1
7778,0,179,109,447,3408,1856,187,18629,9614,1634,2856,81,10,0,0,32719,8,1
2025,0,4936,0,105,804,229,94,20682,39,3547,10925,1,273,0,11,35331,0,1
44,0,977,376,0,140,1192,0,16902,3784,8736,12484,3,118,0,253,32251,1742,1
26311,4563,390,8,5981,387,1194,66,2871,18289,0,173,0,0,53,387,18821,21,1
1127,18,11252,8,21,31,1791,0,15135,4284,2881,6691,25,384,0,7492,27281,581,1
14241,0,4194,4,13,559,2090,0,27494,1240,5985,4192,188,173,0,17,18612,0,1
16069,0,17087,0,0,2175,25,0,16401,0,2785,1643,0,37,0,1,22779,0,1
5279,0,3157,0,0,0,699,0,17174,734,3395,13825,0,3,0,0,34736,0,1
26845,0,12048,1098,116,152,1189,0,13165,7435,2304,1014,0,183,0,104,13349,0,1
13463,0,9689,1,0,0,1868,0,15881,2934,5157,5575,55,1982,0,130,22134,133,1
197,0,2499,775,0,152,857,0,15214,4177,22190,17964,284,118,0,7,13454,1114,1
26954,13,24827,0,476,29,242,0,10688,315,3658,97,11,0,0,172,11520,0,1
2470,1,8336,0,1,13,2034,0,26518,1267,20573,2378,1540,1043,0,3873,8926,29,1
6680,0,112,1,0,51,1297,0,20405,382,600,13580,1,460,0,0,35433,0,1
13463,0,2060,391,555,3475,942,1284,20615,8141,3718,2239,53,253,0,0,22326,0,1
3023,274,1074,2539,246,359,2195,50,22955,10568,3821,0,862,390,0,940,29706,0,1
2056,0,1120,671,0,906,1811,0,16043,1769,14705,14223,23,839,0,914,22014,1908,1
2269,34,2822,2283,4,1,2620,0,21281,2195,3545,6444,0,218,0,294,34992,0,1
4021,0,8416,0,0,156,2250,0,26430,1529,20773,2978,1225,880,0,2,10342,0,1
0,0,1995,0,1318,0,710,0,24130,632,0,1,0,455,0,0,49761,0,1
2015,0,4217,612,82,169,535,85,20440,3546,7340,9378,41,12,0,14,30471,45,1
7797,1544,10714,0,0,417,943,0,21636,9338,2342,0,2,0,7,3023,21168,71,1
24099,3598,704,46,4879,2653,1162,0,4214,16077,0,250,30,0,76,2370,19354,3,1
19758,0,4071,0,0,0,581,0,28969,2060,5765,0,29,0,0,1,17767,1,1
39391,195,19195,0,19,378,668,1,13992,2510,2457,0,12,72,0,37,75,0,1
25361,3251,355,9,5358,1470,1143,0,2712,18692,0,191,6,0,70,2968,17929,0,1
33572,943,671,12354,245,12,2,0,14036,4437,2728,0,19,11,8,313,9651,0,1
9467,1288,6243,67,0,17,1218,0,15691,3479,3657,740,44,638,0,229,35920,304,1
1146,0,3538,9024,11,16,100,0,15328,4106,690,0,0,0,22,32,34752,10237,1
37007,0,10618,0,4022,163,297,1069,18221,389,4006,0,4,20,0,0,3186,0,1
20280,19,22685,0,21,10,253,0,10984,2673,1605,0,3,1024,0,4432,15013,0,1
20578,4097,3135,0,4723,1874,1149,0,5630,15079,0,0,0,0,1,788,22461,0,1
1132,0,7324,0,0,304,1102,0,16228,2311,2589,9169,6,140,0,15,38682,0,1
1182,11,1393,1209,0,458,857,0,15890,575,13914,14705,20,638,126,89,25351,2584,1
23848,2791,648,41,5104,2360,1167,0,2563,17647,0,184,9,0,18,3493,19642,0,1
12,0,9284,0,15,71,644,0,22928,1505,1114,43,0,2,0,13,43884,0,1
19341,0,37969,0,0,495,105,0,11987,514,3037,0,37,430,0,1140,3947,0,1
0,0,5586,0,0,0,714,0,14311,0,224,4830,0,76,0,0,53261,0,1
517,0,2918,0,0,0,1600,1,21071,0,3568,12790,0,230,0,1,36306,0,1
2289,7,7645,65,0,145,2391,0,26731,1660,20833,1940,1023,1067,0,4229,8888,89,1
5118,0,4982,1,0,75,744,6,21248,9278,7189,1500,122,749,0,59,27931,0,1
20698,0,486,31,86,231,872,0,26094,3417,2688,3972,559,618,0,0,19250,0,1
3401,0,12104,0,0,15,2201,0,25162,1110,20793,1331,1373,952,0,6,10554,0,1
4499,6,2459,276,0,0,1082,0,22819,3566,1227,7943,0,13,0,39,35073,0,1
8548,0,1408,33,4,129,49,1,19250,0,10,11605,0,1602,0,0,36363,0,1
7848,0,7457,7045,4,0,77,0,9670,4357,716,2273,14,115,0,57,38432,937,1
1152,41,4825,3,17,41,2369,0,25020,1799,21740,3072,1605,4118,0,197,12550,453,1
23920,0,26958,0,78,332,110,0,8922,6955,3260,921,0,283,0,13,7250,0,1
31323,0,6786,0,0,0,25,0,14847,637,6144,8894,13,0,0,64,10269,0,1
46956,0,5671,0,0,0,129,0,15091,2370,2765,168,0,4,0,0,5802,46,1
13202,0,7050,0,1,310,814,0,23947,1127,3017,4108,132,409,2,1,24882,0,1
11582,0,8209,4206,0,247,1765,0,17371,5999,3554,284,1,30,0,186,23790,1778,1
3055,0,3762,27,0,1129,2849,0,19818,9000,5851,5153,94,2741,0,4,25519,0,1
27795,1543,467,0,5855,515,1376,1,4251,17111,0,336,1,0,0,1387,18564,313,1
43344,0,17,116,2007,1239,784,363,19980,4902,0,0,0,172,0,12,6066,0,1
20,0,47,35,10,0,1055,0,18135,40,3410,14270,0,140,0,0,41840,0,1
20790,0,862,476,2100,4689,345,105,18845,11914,2944,18,6,0,0,2,15799,107,1
19738,0,3727,28,0,75,987,0,28307,3336,5901,0,1,7,0,0,16895,0,1
3003,3479,741,32,0,175,292,64,22786,6496,8569,1331,0,66,3535,8279,20154,0,1
23853,4671,422,181,5610,638,978,15,3390,17316,0,1,26,0,0,569,21845,0,1
45861,0,58,0,510,9534,623,0,14678,4247,2362,0,0,0,0,2,1127,0,1
30288,429,381,21,6195,955,1095,241,1488,19630,0,210,60,0,191,64,18233,34,1
268,1081,377,0,14670,397,1366,657,14463,2392,2722,0,0,2667,0,2204,36251,0,1
14154,0,1929,397,569,5061,1283,0,19977,7311,3726,2682,37,273,0,56,22056,4,1
9746,0,5862,539,0,4,36,0,10841,7744,6712,0,0,351,0,1886,13720,21561,1
3132,0,1745,177,0,40,1926,0,21761,3648,8640,8792,0,21,0,0,29113,7,1
10189,0,5329,14457,0,6,70,0,20479,811,278,0,0,332,0,102,26949,0,1
76,0,2953,0,0,0,496,0,16505,2,546,13835,0,0,0,0,44589,0,1
5248,0,9174,0,0,1,223,0,18665,2452,397,7818,0,0,0,0,35024,0,1
8155,0,24987,0,0,0,1011,0,13317,0,3119,795,1,12,0,1171,26434,0,1
3880,1090,535,174,122,192,133,0,15776,1383,3383,3,3,5,5998,16333,17851,12141,1
4053,4,3008,0,0,15,1683,0,19615,3147,4260,12556,87,25,0,7414,23135,0,1
16542,0,549,0,992,146,1178,89,27313,3952,2443,1825,471,6,227,3,23266,0,1
27616,612,184,176,5386,2250,943,0,2113,17803,0,0,18,0,134,185,22094,1,1
8268,687,214,0,7223,3368,3326,242,13491,2560,2777,0,0,1482,99,1038,34740,0,1
0,239,911,611,14,0,711,0,14117,1233,7266,17019,70,219,0,257,36335,0,1
21927,406,9598,30,138,47,954,0,15405,5538,1772,0,93,377,0,5730,16987,0,1
4151,0,16126,322,221,362,899,0,18365,2032,1838,0,0,785,0,216,31563,2122,1
22612,5,16785,0,98,2419,394,0,16584,3165,1589,245,47,893,0,927,13239,0,1
25008,1,1697,0,13,1180,4452,0,30105,4895,1942,0,1301,831,0,0,7577,0,1
985,0,1318,45,0,51,787,0,15360,6498,9427,13541,5,80,0,0,30905,0,1
4991,0,4502,1161,7,38,952,0,19157,2951,7321,9775,0,255,0,0,27839,53,1
974,0,1758,4275,0,45,747,0,14333,1536,13047,13778,0,242,0,15,28182,70,1
8129,0,1924,589,93,26,55,140,18516,600,2750,13391,0,0,0,5,32784,0,1
38311,0,8386,0,0,1230,1180,0,11119,8272,1924,7,3,245,0,0,8325,0,1
7404,10,4779,439,0,4,407,0,22031,2930,6862,8374,0,13,0,827,24922,0,1
5393,0,31,246,5905,406,1641,204,27822,693,2297,1329,6,10,0,1,33531,0,1
46183,0,617,85,3038,2850,1090,0,15363,6360,2482,0,0,0,0,165,769,0,1
1917,0,486,35,0,0,376,0,16344,314,1057,13417,0,11,0,0,45045,0,1
9816,0,4489,33,0,79,330,0,24078,1697,6121,7193,0,107,0,7,24800,252,1
795,33,3821,1174,1,7,1285,0,27509,562,12043,6623,599,42,0,352,24156,0,1
43591,0,7,0,2924,9153,423,0,16304,3208,2163,0,12,0,0,0,1217,0,1
736,16,2901,288,0,234,2564,0,23180,6188,17970,7437,3,476,0,1,16980,28,1
301,0,763,10,4455,3239,1247,0,21362,6968,608,0,46,370,0,0,40146,0,1
25776,0,5424,15,475,781,724,0,18709,6271,66,37,0,73,0,3,20641,7,1
493,0,372,145,633,259,5810,96,30091,3872,19790,0,195,400,0,0,16846,0,1
132,0,11207,1,1,48,4039,0,24604,1561,15809,42,1622,374,0,7094,12468,0,1
1837,0,3211,0,0,0,103,0,17804,147,602,13326,0,0,0,0,41972,0,1
453,0,117,0,100,12,13,0,9669,0,0,66,0,22,0,9,68541,0,1
3440,0,11340,0,0,161,2178,3,25389,1157,20713,2102,1414,881,0,20,10204,0,1
32114,16,10407,0,0,10,12,0,18277,3263,662,485,1,598,0,49,13108,0,1
39145,0,11644,0,6738,526,553,1199,11597,1427,2340,0,5,258,0,0,3570,0,1
18137,0,1724,285,827,1135,222,0,13460,6109,97,3426,0,0,0,0,33343,237,1
28479,1863,398,112,4293,1513,985,0,3268,18492,0,104,3,0,12,427,19535,31,1
14128,0,12684,79,0,4,320,0,18979,1912,5092,4564,4,825,0,7,20404,0,1
3903,0,3073,49,0,23,1864,0,18473,4797,4217,11286,59,136,0,9706,21416,0,1
7363,0,6084,149,0,284,10,0,12840,90,0,4941,0,0,0,3,47238,0,1
8584,0,4300,182,0,55,389,0,22476,2304,6543,8810,0,61,0,9,25289,0,1
3594,19,1196,3264,18,1191,3958,0,20194,11583,1269,94,643,633,0,613,30733,0,1
23390,6282,1370,17,5443,1727,1054,0,5438,13835,0,0,0,0,64,285,20610,0,1
1636,6,871,4,46,766,1217,20,32732,1937,1916,0,334,11,6,115,37898,0,1
29237,0,1308,0,68,8530,1571,0,16740,6908,272,0,23,532,0,0,13813,0,1
869,130,497,10,0,170,87,0,25649,3182,7226,0,22,0,19587,3,18325,3245,1
2483,0,4777,5700,0,9,638,0,17182,10009,2440,13,0,4,0,7,34227,1513,1
3777,0,1073,2316,0,62,700,0,21943,5934,5164,8909,4,21,0,0,28879,220,1
766,47,5733,0,0,240,1482,0,24056,1274,10420,8057,350,1656,0,202,24719,0,1
53,0,309,4,1,76,5122,0,32874,3558,17869,66,1659,447,0,0,16963,1,1
0,1,1165,470,0,105,211,0,18148,7606,7403,5246,2,183,0,265,37934,263,1
8452,0,2871,0,0,0,340,0,19254,729,5632,15712,0,46,0,0,25966,0,1
5571,0,14492,0,0,144,880,0,22625,1179,1891,880,0,13,0,8,31319,0,1
17205,0,3063,0,0,814,4351,0,25194,2309,5904,3569,74,2672,0,127,13720,0,1
21236,0,6329,3,0,0,542,0,14007,3746,1960,1057,0,58,0,0,23984,6080,1
1766,69,604,0,2681,447,2090,3261,22762,4913,9330,3857,306,689,17,741,25469,0,1
24058,0,5204,0,27,41,928,0,19446,5426,1957,13,0,0,0,0,21902,0,1
15157,0,14171,1980,0,23,372,0,21137,656,435,0,0,0,0,1114,23957,0,1
17253,0,7835,0,43,3055,1123,0,17653,8640,70,12,0,55,0,8,23247,8,1
8672,0,10522,191,0,171,2696,0,23476,1019,7151,2955,2,510,1,4842,16390,404,1
22905,0,693,0,0,36,759,0,13580,5234,3062,0,118,747,0,540,15269,16059,1
26871,0,3593,1,193,411,2642,252,32524,1126,2107,5,101,213,0,342,8574,47,1
17366,0,17338,122,0,0,32,0,14339,165,3494,852,0,49,0,729,23077,1439,1
6412,0,1196,0,0,4,326,0,26374,163,4027,9631,0,1,0,0,30868,0,1
12577,0,64,0,5278,2384,3834,25,19612,8492,1243,1569,174,67,0,0,24195,1,1
1651,0,2757,1,6,45,4367,0,29328,2761,14543,53,1591,466,0,9239,12194,0,1
10446,3,7404,0,0,36,29,0,16080,159,354,2256,0,5,0,3056,39174,0,1
20663,195,16941,21,0,98,300,0,10075,814,1,709,18,258,1328,17355,10226,0,1
3252,1,2698,0,0,24,1929,0,20237,4114,4320,11869,154,201,0,1927,28276,0,1
14089,0,9275,527,0,236,872,0,13229,4546,3874,1384,0,83,0,916,24661,5310,1
26386,9,579,22,2621,6260,137,228,24390,3375,2955,0,90,305,0,1,11644,0,1
3714,0,3,16673,0,0,168,0,4279,0,2071,631,0,135,0,497,46766,4065,1
28885,7,3406,0,137,691,2609,19,30918,1028,2258,0,165,805,0,42,8032,0,1
10777,0,14317,3507,249,312,281,0,8900,429,831,4195,0,23,0,14,33995,1172,1
25621,4041,312,21,5920,3554,1205,0,2976,17243,0,39,1,0,236,1800,16191,355,1
18278,3,21405,0,22,86,11,0,14867,52,4175,188,6,208,0,17,19684,0,1
27831,617,855,10,5774,1459,1174,0,1601,19645,0,257,0,0,12,4998,15282,0,1
35640,0,4853,0,0,0,2,0,13456,6906,5154,0,0,34,0,11940,1017,0,1
21435,0,384,569,3950,2108,462,161,20805,6749,3055,135,0,4,0,93,19092,0,1
32322,894,24522,0,0,599,30,0,10849,1392,240,0,0,0,0,753,7401,0,1
21928,7,3159,759,112,538,1659,0,21756,8270,2005,0,0,8,0,1,18800,0,1
6149,0,1971,2896,0,0,621,0,20421,1860,59,11222,0,0,0,44,33697,62,1
26820,3456,277,0,6103,124,1297,276,4510,16632,0,170,1,0,85,134,19630,0,1
36914,0,8935,0,821,132,19,0,16561,4672,213,711,0,873,0,0,9151,0,1
25187,0,10619,28,391,0,282,0,13920,7054,1968,356,0,0,0,0,19197,0,1
24187,5060,299,66,5752,829,972,120,3188,16899,0,0,14,0,6,422,21701,0,1
0,0,840,0,0,0,305,0,18432,2964,8980,14181,2,1,0,0,33072,225,1
17683,0,10588,448,0,0,599,0,26761,264,12930,1,0,52,0,2435,7129,112,1
7422,0,729,937,5,57,786,0,22462,5142,2456,7545,0,33,0,0,31428,0,1
13672,0,2173,0,0,1,103,0,17719,9,324,12679,0,21,0,169,32132,0,1
3231,0,8072,1,0,107,2004,0,26133,1348,20245,2232,1005,1038,0,3956,9574,56,1
24587,4,21097,0,0,193,97,0,15008,2775,2783,161,7,1197,0,0,11093,0,1
23063,1923,504,22,5596,2161,1135,0,2020,18321,0,192,10,0,2,5372,19050,144,1
4643,0,1390,9092,0,246,433,0,15800,5896,1164,0,0,0,6,2607,33171,4554,1
21554,0,1310,17,2566,1211,2185,1,26336,3350,1569,0,1,2,0,5,18895,0,1
19249,0,22421,0,0,75,13,0,19138,0,1394,0,2,53,0,0,16657,0,1
17963,0,9426,1,0,141,666,0,21835,2693,5078,4545,0,0,0,9,16645,0,1
17350,26,15796,0,46,71,155,0,11072,808,2286,2920,6,23,0,632,26926,885,1
2609,0,1358,2673,90,99,2145,182,24449,7314,4326,1171,303,291,0,3448,28544,0,1
26294,0,4358,0,0,73,114,0,20856,4246,2010,136,183,0,0,0,20732,0,1
27381,2676,333,66,5794,976,1134,7,3410,16551,0,0,3,0,28,700,20456,0,1
36484,0,10967,0,5324,387,218,936,16319,575,3895,0,0,220,0,0,3677,0,1
2532,0,12119,0,0,33,2208,0,25051,1168,20747,1483,1337,981,0,10,11333,0,1
31236,0,4506,2205,0,0,1337,0,12378,8955,71,1113,0,482,0,34,16685,0,1
19040,0,24635,0,0,321,137,0,13005,14,3861,94,9,265,0,0,17621,0,1
27476,0,9636,0,0,9,20,0,17397,2669,1893,1546,0,0,0,16,18340,0,1
1032,0,11546,0,275,0,1085,0,18791,1051,3069,6477,6,140,0,8529,27001,0,1
13,212,1646,1114,301,17,2908,89,19835,644,9314,10026,1,58,15,90,32719,0,1
38818,2,16300,0,0,2137,12,0,13278,4647,2377,0,0,68,0,6,1357,0,1
16445,0,3020,2323,0,0,2402,0,16508,12409,6595,1067,191,3379,0,23,14640,0,1
31300,2,4028,1021,1357,2616,1148,0,24721,3216,2155,0,493,602,0,0,6257,86,1
23016,0,1061,3,2253,1993,1399,0,27449,2044,1261,0,0,0,0,0,18523,0,1
147,0,255,7,1,246,5055,0,32619,3425,18221,86,1580,419,0,0,16941,0,1
22603,5926,434,117,5460,5,915,483,5312,15118,0,1,28,0,2,805,22306,0,1
22428,6021,359,223,6282,307,1038,254,3574,16496,0,1,32,0,15,658,21827,0,1
10986,0,101,1,3231,957,1599,377,20528,7770,0,13,71,339,0,0,32759,270,1
2831,0,21279,0,0,15,1502,0,12843,5707,10424,2192,14,9,0,1004,21182,0,1
5313,0,1444,205,58,468,2281,1,24838,7817,10694,1524,0,2180,0,0,22176,3,1
74,6,9075,3,0,38,4838,0,24931,3294,17700,40,1740,427,0,2075,14761,0,1
8042,0,1471,0,0,0,373,0,18918,1771,140,13038,0,0,0,0,35249,0,1
16803,0,18690,0,0,0,707,0,15331,2709,2471,78,5,0,0,10,22198,0,1
1520,0,807,7,10,697,1200,0,32558,2454,2033,0,269,93,0,206,37657,4,1
13398,0,4362,8,0,434,2022,0,26994,1629,6129,3833,243,115,0,183,19652,0,1
19111,0,11468,0,0,0,1473,0,16251,2374,5173,6579,12,551,0,12,15998,0,1
136,4,14113,6792,558,23,788,0,23305,1406,9049,1184,0,0,0,30,21427,187,1
1,0,1643,0,392,2387,966,0,26588,499,17,434,0,1812,0,0,44263,0,1
6237,0,11593,0,0,420,667,0,11928,936,2702,6138,171,510,0,0,37700,0,1
3595,0,9233,28,0,19,2532,0,26901,1441,20874,1342,1267,985,0,0,10734,51,1
708,0,1404,52,0,242,775,0,26223,3512,7887,7819,5,361,0,4,29947,63,1
29691,2402,569,42,5147,940,902,101,4137,16985,0,213,4,0,42,287,18043,10,1
25371,766,4581,5,0,125,230,0,21499,6554,2807,1709,2,7,55,277,15014,0,1
330,0,163,1,218,421,6293,49,30190,2895,19282,0,1896,292,0,0,16972,0,1
10063,0,901,0,0,0,32,0,17144,1219,1853,15315,0,0,0,0,32475,0,1
20329,1,624,0,1279,1970,2474,48,21083,11488,2593,5,128,1223,0,121,15636,0,1
24618,2501,3374,2,4810,2077,1167,0,6147,15300,0,5,0,0,5,1968,17535,6,1
28451,2264,372,16,4562,2260,748,4,7800,12342,0,0,42,0,12,246,20396,0,1
23238,8,9233,0,635,2614,565,0,14205,1554,149,2770,0,1759,0,11943,10329,0,1
3118,0,1659,819,0,19,1229,0,24288,1154,6763,10196,0,109,0,0,28355,1293,1
2557,970,565,1048,0,132,81,0,24482,4636,7591,376,50,14,17935,8,18293,264,1
7354,0,2835,588,0,54,2835,0,26880,5297,4688,752,820,1764,0,274,24861,0,1
12005,0,2123,642,497,5276,928,530,19221,8767,3648,2320,0,262,0,0,23245,51,1
7395,69,11835,51,271,1,2424,0,17653,5101,7066,39,3,0,0,8723,18371,0,1
107,9,988,0,34,1,739,0,16043,607,8413,13802,1,10,0,397,37851,0,1
28373,0,6472,0,1689,544,4196,609,14778,7085,3077,853,364,1762,0,5,9195,0,1
4173,5,10438,0,7090,0,33,0,12298,578,123,0,11,0,0,0,44253,0,1
16831,236,47,0,8869,1206,1941,129,14326,1708,2810,0,0,7,256,558,30591,0,1
301,16,3408,0,1452,82,1939,0,30194,1122,10228,3221,1386,108,0,217,25306,22,1
35946,0,657,15,741,5254,833,459,13155,8664,101,0,34,327,0,0,12816,0,1
20760,0,12309,0,0,0,125,0,15433,378,61,166,0,3,0,0,29767,0,1
18804,0,6985,0,0,73,1553,0,29511,319,8441,294,2,481,0,6,12533,0,1
3921,0,10250,5996,0,67,650,0,18322,4954,2543,9,0,102,0,1,32182,5,1
9505,0,450,0,0,310,1511,3,26068,35,4306,10253,0,0,0,0,26561,0,1
28426,0,8348,7,136,73,403,0,18998,5052,5279,1027,6,154,0,6288,4805,0,1
31454,0,3745,0,11,602,18,0,26376,1915,1645,1168,5,0,0,0,12050,13,1
