index, timestamp, power.draw [W], utilization.gpu [%], clocks.current.sm [MHz], temperature.gpu, memory.used [MiB]
0, 2018/08/08 12:50:03.476, 29.24 W, 0 %, 1189 MHz, 34, 0 MiB
0, 2018/08/08 12:50:04.492, 30.70 W, 0 %, 1189 MHz, 34, 359 MiB
0, 2018/08/08 12:50:05.496, 30.95 W, 0 %, 1189 MHz, 34, 359 MiB
0, 2018/08/08 12:50:06.499, 30.95 W, 0 %, 1189 MHz, 34, 359 MiB
0, 2018/08/08 12:50:07.503, 30.95 W, 0 %, 1189 MHz, 34, 359 MiB
0, 2018/08/08 12:50:08.507, 30.70 W, 0 %, 1189 MHz, 34, 359 MiB
0, 2018/08/08 12:50:09.510, 30.69 W, 0 %, 1189 MHz, 34, 485 MiB
0, 2018/08/08 12:50:10.514, 30.70 W, 9 %, 1189 MHz, 34, 983 MiB
0, 2018/08/08 12:50:11.517, 130.60 W, 99 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:12.521, 36.53 W, 34 %, 1328 MHz, 35, 5625 MiB
0, 2018/08/08 12:50:13.525, 36.28 W, 0 %, 1328 MHz, 35, 5625 MiB
0, 2018/08/08 12:50:14.529, 50.38 W, 41 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:15.532, 37.50 W, 41 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:16.536, 36.28 W, 0 %, 1328 MHz, 35, 5625 MiB
0, 2018/08/08 12:50:17.540, 140.38 W, 9 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:18.544, 135.51 W, 7 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:19.548, 53.03 W, 41 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:20.551, 36.06 W, 0 %, 1328 MHz, 35, 5625 MiB
0, 2018/08/08 12:50:21.555, 36.05 W, 0 %, 1328 MHz, 35, 5625 MiB
0, 2018/08/08 12:50:22.562, 36.04 W, 0 %, 1328 MHz, 35, 5625 MiB
0, 2018/08/08 12:50:23.565, 36.06 W, 0 %, 1328 MHz, 35, 5625 MiB
0, 2018/08/08 12:50:24.569, 36.53 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:25.573, 36.53 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:26.577, 36.31 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:27.580, 36.53 W, 19 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:28.584, 36.53 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:29.588, 36.53 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:30.592, 37.01 W, 41 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:31.597, 36.28 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:32.601, 36.53 W, 41 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:33.604, 132.96 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:34.608, 36.53 W, 26 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:35.612, 36.53 W, 1 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:36.615, 78.22 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 12:50:37.619, 36.53 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:38.623, 36.53 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:39.627, 36.53 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:40.631, 37.99 W, 41 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:41.635, 139.94 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:42.639, 37.26 W, 40 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:43.642, 36.77 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:44.646, 83.27 W, 16 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 12:50:45.652, 36.80 W, 42 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:46.655, 36.77 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:47.659, 157.48 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:48.663, 36.77 W, 41 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:49.669, 36.77 W, 25 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:50.673, 36.77 W, 41 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:51.676, 140.36 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:52.680, 154.06 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 12:50:53.687, 36.77 W, 33 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 12:50:54.691, 36.77 W, 5 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 12:50:55.695, 42.37 W, 21 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 12:50:56.698, 36.77 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:57.705, 36.77 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 12:50:58.709, 36.77 W, 29 %, 1328 MHz, 38, 5625 MiB
