index, timestamp, power.draw [W], utilization.gpu [%], clocks.current.sm [MHz], temperature.gpu, memory.used [MiB]
0, 2018/08/08 10:50:47.456, 29.00 W, 0 %, 1189 MHz, 35, 0 MiB
0, 2018/08/08 10:50:48.460, 30.95 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 10:50:49.464, 30.93 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 10:50:50.471, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 10:50:51.474, 30.93 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 10:50:52.478, 30.93 W, 0 %, 1189 MHz, 35, 485 MiB
0, 2018/08/08 10:50:53.482, 30.95 W, 8 %, 1189 MHz, 35, 927 MiB
0, 2018/08/08 10:50:54.485, 123.61 W, 100 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:50:55.491, 36.28 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 10:50:56.494, 41.88 W, 40 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:50:57.498, 36.53 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:50:58.501, 135.77 W, 12 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:50:59.505, 36.77 W, 40 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:00.509, 36.53 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:01.513, 86.92 W, 34 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:02.516, 36.77 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:03.520, 39.21 W, 40 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:04.526, 36.77 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:05.530, 37.75 W, 40 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:06.534, 36.53 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:07.537, 158.29 W, 12 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:08.544, 36.77 W, 16 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:09.548, 36.53 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:10.551, 40.67 W, 41 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:11.555, 36.77 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 10:51:12.559, 65.16 W, 28 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:13.563, 36.77 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:14.566, 37.01 W, 40 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:15.570, 36.77 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:16.574, 36.78 W, 41 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:17.580, 36.77 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:18.584, 37.26 W, 41 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:19.588, 36.77 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:20.591, 39.94 W, 35 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:21.598, 36.77 W, 15 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:22.602, 36.77 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:23.606, 66.04 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:24.610, 37.01 W, 42 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:25.616, 36.77 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:26.620, 79.21 W, 7 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:27.624, 36.77 W, 20 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:28.628, 86.86 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 10:51:29.635, 39.43 W, 26 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:30.638, 37.01 W, 30 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:31.642, 137.55 W, 0 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:32.646, 37.01 W, 31 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:33.650, 132.96 W, 0 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:34.654, 37.01 W, 41 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:35.657, 37.01 W, 0 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:36.661, 37.99 W, 29 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:37.665, 37.01 W, 3 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:38.671, 39.69 W, 16 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:39.675, 36.78 W, 0 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:40.679, 37.50 W, 31 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:41.683, 37.01 W, 1 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:42.689, 37.01 W, 39 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:43.693, 37.01 W, 1 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:44.697, 37.26 W, 38 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:45.700, 37.01 W, 18 %, 1328 MHz, 39, 5625 MiB
0, 2018/08/08 10:51:46.709, 46.00 W, 0 %, 1328 MHz, 40, 5625 MiB
0, 2018/08/08 10:51:47.712, 37.01 W, 15 %, 1328 MHz, 39, 5625 MiB
