index, timestamp, power.draw [W], utilization.gpu [%], clocks.current.sm [MHz], temperature.gpu, memory.used [MiB]
0, 2018/08/08 12:09:43.665, 30.95 W, 0 %, 1189 MHz, 35, 20 MiB
0, 2018/08/08 12:09:44.671, 30.95 W, 0 %, 1189 MHz, 36, 301 MiB
0, 2018/08/08 12:09:45.675, 30.95 W, 0 %, 1189 MHz, 36, 305 MiB
0, 2018/08/08 12:09:46.679, 30.95 W, 0 %, 1189 MHz, 36, 305 MiB
0, 2018/08/08 12:09:47.682, 30.95 W, 0 %, 1189 MHz, 36, 305 MiB
0, 2018/08/08 12:09:48.686, 30.93 W, 0 %, 1189 MHz, 36, 307 MiB
0, 2018/08/08 12:09:49.690, 30.95 W, 0 %, 1189 MHz, 36, 309 MiB
0, 2018/08/08 12:09:50.693, 30.93 W, 1 %, 1189 MHz, 35, 315 MiB
0, 2018/08/08 12:09:51.697, 30.95 W, 0 %, 1189 MHz, 35, 329 MiB
0, 2018/08/08 12:09:52.701, 30.95 W, 0 %, 1189 MHz, 35, 339 MiB
0, 2018/08/08 12:09:53.704, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:09:54.708, 30.95 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 12:09:55.712, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:09:56.716, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:09:57.719, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:09:58.723, 30.95 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 12:09:59.727, 30.95 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 12:10:00.731, 30.95 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 12:10:01.735, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:10:02.738, 30.95 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 12:10:03.742, 30.95 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 12:10:04.746, 30.95 W, 0 %, 1189 MHz, 36, 359 MiB
0, 2018/08/08 12:10:05.750, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:10:06.753, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:10:07.757, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:10:08.761, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:10:12.284, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 12:10:13.923, 30.95 W, 0 %, 1189 MHz, 35, 487 MiB
