index, timestamp, power.draw [W], utilization.gpu [%], clocks.current.sm [MHz], temperature.gpu, memory.used [MiB]
0, 2018/08/08 14:18:02.502, 37.50 W, 56 %, 1328 MHz, 44, 9209 MiB
0, 2018/08/08 14:18:03.506, 166.26 W, 15 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:04.509, 166.01 W, 13 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:05.513, 65.39 W, 39 %, 1328 MHz, 44, 9209 MiB
0, 2018/08/08 14:18:06.517, 37.50 W, 60 %, 1328 MHz, 44, 9209 MiB
0, 2018/08/08 14:18:07.521, 37.50 W, 61 %, 1328 MHz, 44, 9209 MiB
0, 2018/08/08 14:18:08.524, 37.75 W, 62 %, 1328 MHz, 44, 9209 MiB
0, 2018/08/08 14:18:09.528, 38.48 W, 8 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:10.532, 69.04 W, 0 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:11.539, 159.93 W, 0 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:12.542, 62.03 W, 0 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:13.546, 165.53 W, 6 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:14.550, 72.39 W, 43 %, 1328 MHz, 44, 9209 MiB
0, 2018/08/08 14:18:15.557, 38.72 W, 62 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:16.561, 47.95 W, 61 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:17.565, 64.17 W, 62 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:18.569, 164.08 W, 36 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:19.572, 37.99 W, 32 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:20.576, 42.62 W, 61 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:21.579, 37.75 W, 0 %, 1328 MHz, 44, 9209 MiB
0, 2018/08/08 14:18:22.583, 38.23 W, 40 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:23.587, 63.69 W, 64 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:24.593, 37.99 W, 0 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:25.597, 38.48 W, 63 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:26.600, 38.48 W, 62 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:27.604, 73.86 W, 61 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:28.608, 56.19 W, 62 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:29.612, 160.30 W, 26 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:30.615, 38.23 W, 16 %, 1328 MHz, 45, 9209 MiB
0, 2018/08/08 14:18:31.619, 38.23 W, 25 %, 1328 MHz, 45, 9209 MiB
