index, timestamp, power.draw [W], utilization.gpu [%], clocks.current.sm [MHz], temperature.gpu, memory.used [MiB]
0, 2018/08/08 13:13:51.352, 29.24 W, 0 %, 1189 MHz, 34, 0 MiB
0, 2018/08/08 13:13:52.365, 30.95 W, 0 %, 1189 MHz, 34, 359 MiB
0, 2018/08/08 13:13:53.368, 30.70 W, 0 %, 1189 MHz, 34, 359 MiB
0, 2018/08/08 13:13:54.372, 30.95 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 13:13:55.376, 30.70 W, 0 %, 1189 MHz, 35, 359 MiB
0, 2018/08/08 13:13:56.381, 30.95 W, 4 %, 1189 MHz, 35, 485 MiB
0, 2018/08/08 13:13:57.385, 30.70 W, 0 %, 1189 MHz, 35, 485 MiB
0, 2018/08/08 13:13:58.389, 37.75 W, 8 %, 1189 MHz, 35, 5625 MiB
0, 2018/08/08 13:13:59.392, 35.57 W, 8 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:00.396, 36.04 W, 27 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:01.400, 36.77 W, 40 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:02.404, 36.04 W, 0 %, 1328 MHz, 35, 5625 MiB
0, 2018/08/08 13:14:03.408, 36.28 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:04.411, 36.29 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:05.415, 36.53 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:06.419, 36.53 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:07.422, 91.97 W, 24 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:08.426, 36.53 W, 22 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:09.430, 36.28 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:10.436, 137.65 W, 14 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:11.440, 36.53 W, 33 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:12.443, 36.53 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:13.447, 37.26 W, 40 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:14.451, 36.53 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:15.455, 36.53 W, 0 %, 1328 MHz, 36, 5625 MiB
0, 2018/08/08 13:14:16.459, 37.01 W, 41 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:17.462, 36.53 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:18.466, 55.67 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:19.476, 36.77 W, 40 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:20.479, 36.53 W, 33 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:21.483, 60.53 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:22.487, 36.55 W, 40 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:23.491, 36.77 W, 41 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:24.494, 80.86 W, 8 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 13:14:25.498, 36.77 W, 39 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:26.502, 36.77 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:27.509, 36.77 W, 40 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 13:14:28.512, 36.77 W, 40 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 13:14:29.516, 48.44 W, 0 %, 1328 MHz, 37, 5625 MiB
0, 2018/08/08 13:14:30.520, 36.77 W, 40 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 13:14:31.527, 36.77 W, 40 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 13:14:32.530, 36.53 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 13:14:33.534, 147.12 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 13:14:34.538, 36.77 W, 30 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 13:14:35.542, 36.77 W, 0 %, 1328 MHz, 38, 5625 MiB
0, 2018/08/08 13:14:36.545, 158.38 W, 0 %, 1328 MHz, 38, 5625 MiB
